PublicationDate,countryName,reportingYear,Pollutant,Releases
12/15/2025,Estonia,2023,Copper and compounds (as Cu),757.9
12/15/2025,Estonia,2019,Nitrogen oxides (NOX),5463000
12/15/2025,Sweden,2007,Vinyl chloride,25800
12/15/2025,Poland,2014,Chlorofluorocarbons (CFCs),558.5
12/15/2025,Czechia,2016,Zinc and compounds (as Zn),6037
12/15/2025,Estonia,2019,Carbon dioxide (CO2),9575000000
12/15/2025,Slovenia,2016,Benzene,3230
12/15/2025,Austria,2023,Hydrogen cyanide (HCN),640
12/15/2025,Ireland,2023,Carbon monoxide (CO),4575425.106
12/15/2025,Lithuania,2009,Fluorine and inorganic compounds (as HF),18000
12/15/2025,Netherlands,2014,Arsenic and compounds (as As),562.5
12/15/2025,Hungary,2010,Vinyl chloride,8230
12/15/2025,Poland,2024,Di-(2-ethyl hexyl) phthalate (DEHP),61
12/15/2025,Estonia,2011,Sulphur oxides (SOX),63010000
12/15/2025,Latvia,2010,Carbon monoxide (CO),812000
12/15/2025,Slovakia,2014,Hydrogen cyanide (HCN),33300
12/15/2025,Slovenia,2010,Carbon dioxide (CO2),7093000000
12/15/2025,Bulgaria,2009,Carbon monoxide (CO),24024000
12/15/2025,Portugal,2018,Zinc and compounds (as Zn),19655
12/15/2025,Slovenia,2010,Nitrogen oxides (NOX),12607000
12/15/2025,Bulgaria,2010,Carbon monoxide (CO),29377000
12/15/2025,France,2024,Polycyclic aromatic hydrocarbons (PAHs),259.599998
12/15/2025,Estonia,2011,Nitrogen oxides (NOX),14860000
12/15/2025,Denmark,2018,Arsenic and compounds (as As),121.08
12/15/2025,Romania,2010,Lead and compounds (as Pb),2402
12/15/2025,Iceland,2019,Ammonia (NH3),128980
12/15/2025,Slovenia,2014,Carbon monoxide (CO),7858000
12/15/2025,Czechia,2022,Chlorofluorocarbons (CFCs),144.77
12/15/2025,United Kingdom,2015,Phenols (as total C),119
12/15/2025,Norway,2017,Zinc and compounds (as Zn),12688
12/15/2025,Latvia,2007,Ammonia (NH3),193500
12/15/2025,Slovakia,2022,Nitrous oxide (N2O),193000
12/15/2025,France,2011,"1,1,1-trichloroethane (TCE-1,1,1)",44450
12/15/2025,Hungary,2023,Sulphur oxides (SOX),4406000
12/15/2025,Hungary,2023,Nitrogen oxides (NOX),8915588
12/15/2025,Denmark,2021,Total nitrogen,286
12/15/2025,Netherlands,2023,Chromium and compounds (as Cr),491
12/15/2025,Slovakia,2016,Lead and compounds (as Pb),60700
12/15/2025,Sweden,2010,Cadmium and compounds (as Cd),38.5
12/15/2025,Slovakia,2016,Vinyl chloride,27000
12/15/2025,Estonia,2017,Zinc and compounds (as Zn),43952
12/15/2025,Luxembourg,2023,Mercury and compounds (as Hg),27.9
12/15/2025,Greece,2010,Zinc and compounds (as Zn),28966
12/15/2025,Cyprus,2014,Copper and compounds (as Cu),118
12/15/2025,Portugal,2021,Nitrous oxide (N2O),764400
12/15/2025,Spain,2012,Trichloromethane,7340
12/15/2025,Netherlands,2013,Perfluorocarbons (PFCs),402
12/15/2025,Spain,2011,Tetrachloromethane (TCM),687
12/15/2025,Portugal,2013,Hydrochlorofluorocarbons (HCFCs),264.5
12/15/2025,Sweden,2018,Perfluorocarbons (PFCs),7790
12/15/2025,Lithuania,2010,Nitrous oxide (N2O),1800000
12/15/2025,Serbia,2011,Non-methane volatile organic compounds (NMVOC),265000
12/15/2025,Hungary,2009,Vinyl chloride,5400
12/15/2025,Hungary,2019,Particulate matter (PM10),987010
12/15/2025,Portugal,2015,Trichloromethane,21860
12/15/2025,Austria,2020,Nickel and compounds (as Ni),153.8
12/15/2025,Austria,2014,Fluorine and inorganic compounds (as HF),8660
12/15/2025,Denmark,2012,Hydrochlorofluorocarbons (HCFCs),286
12/15/2025,Germany,2011,Lead and compounds (as Pb),66950
12/15/2025,Germany,2009,Mercury and compounds (as Hg),7018.1
12/15/2025,Hungary,2014,Nitrogen oxides (NOX),19694000
12/15/2025,France,2020,Hydro-fluorocarbons (HFCS),128781
12/15/2025,Italy,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.038695
12/15/2025,Sweden,2020,Non-methane volatile organic compounds (NMVOC),23036000
12/15/2025,Netherlands,2021,Hydrochlorofluorocarbons (HCFCs),22582.25
12/15/2025,United Kingdom,2011,Sulphur hexafluoride (SF6),3304
12/15/2025,Spain,2022,Ammonia (NH3),30608400
12/15/2025,Germany,2017,Chromium and compounds (as Cr),3146
12/15/2025,Portugal,2020,Cadmium and compounds (as Cd),1190.3
12/15/2025,Italy,2015,Methane (CH4),80471000
12/15/2025,Poland,2023,Vinyl chloride,13800
12/15/2025,Spain,2013,Ammonia (NH3),42988500
12/15/2025,Latvia,2016,Cadmium and compounds (as Cd),28.2
12/15/2025,Poland,2011,Chromium and compounds (as Cr),6227
12/15/2025,Italy,2009,Zinc and compounds (as Zn),106281
12/15/2025,Norway,2009,Arsenic and compounds (as As),192.3
12/15/2025,Italy,2010,Zinc and compounds (as Zn),110714
12/15/2025,France,2024,Non-methane volatile organic compounds (NMVOC),33059000
12/15/2025,Poland,2024,Nitrous oxide (N2O),4442900
12/15/2025,Spain,2012,Ammonia (NH3),40181600
12/15/2025,France,2013,Mercury and compounds (as Hg),1862.8
12/15/2025,Italy,2011,Fluorine and inorganic compounds (as HF),446530
12/15/2025,Germany,2023,Hydro-fluorocarbons (HFCS),18595
12/15/2025,Netherlands,2021,Methane (CH4),24202000
12/15/2025,Poland,2011,Arsenic and compounds (as As),2344.4
12/15/2025,Poland,2023,Nickel and compounds (as Ni),13821.6
12/15/2025,Slovakia,2016,Ammonia (NH3),882600
12/15/2025,France,2012,Chromium and compounds (as Cr),9429
12/15/2025,France,2011,Zinc and compounds (as Zn),108494
12/15/2025,Italy,2016,Chromium and compounds (as Cr),4219
12/15/2025,Germany,2017,Carbon dioxide (CO2) excluding biomass,78905019199
12/15/2025,Germany,2021,PCDD + PCDF (dioxins + furans) (as Teq),0.008148582
12/15/2025,France,2009,Chlorine and inorganic compounds (as HCl),3024000
12/15/2025,United Kingdom,2015,Toluene,452003
12/15/2025,Poland,2023,Hydrochlorofluorocarbons (HCFCs),956.86
12/15/2025,Germany,2020,Benzene,220860
12/15/2025,United Kingdom,2009,Trichlorobenzenes (TCB),239.8
12/15/2025,Belgium,2009,Cadmium and compounds (as Cd),495.1
12/15/2025,Portugal,2023,Methane (CH4),65741000
12/15/2025,Spain,2019,Non-methane volatile organic compounds (NMVOC),45580000
12/15/2025,Germany,2007,Nitrous oxide (N2O),39728800
12/15/2025,United Kingdom,2013,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",130
12/15/2025,Belgium,2014,Naphthalene,15704
12/15/2025,France,2022,Chromium and compounds (as Cr),2463
12/15/2025,France,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.018749
12/15/2025,Germany,2017,Hydro-fluorocarbons (HFCS),331096
12/15/2025,Netherlands,2016,Naphthalene,2587
12/15/2025,Germany,2011,Hydrochlorofluorocarbons (HCFCs),5054
12/15/2025,Sweden,2024,Carbon monoxide (CO),33202476
12/15/2025,Belgium,2023,Ammonia (NH3),2344600
12/15/2025,Spain,2020,Hydrogen cyanide (HCN),35225
12/15/2025,Germany,2008,Particulate matter (PM10),13307400
12/15/2025,Germany,2012,Carbon monoxide (CO),889361000
12/15/2025,Hungary,2007,Chlorine and inorganic compounds (as HCl),262300
12/15/2025,France,2010,Mercury and compounds (as Hg),2637.1
12/15/2025,Serbia,2019,Sulphur oxides (SOX),314979300
12/15/2025,Poland,2009,Methane (CH4),510578000
12/15/2025,Germany,2023,PCDD + PCDF (dioxins + furans) (as Teq),0.004557
12/15/2025,Germany,2010,Mercury and compounds (as Hg),7422
12/15/2025,Germany,2018,Particulate matter (PM10),11902900
12/15/2025,France,2014,Polycyclic aromatic hydrocarbons (PAHs),1420
12/15/2025,Slovenia,2009,Sulphur oxides (SOX),7141000
12/15/2025,Czechia,2015,Carbon dioxide (CO2),65665000000
12/15/2025,Ireland,2011,Nickel and compounds (as Ni),988
12/15/2025,Finland,2023,Chlorine and inorganic compounds (as HCl),418000
12/15/2025,Spain,2020,Naphthalene,1345
12/15/2025,Netherlands,2007,Nitrogen oxides (NOX),63390000
12/15/2025,France,2010,Chlorine and inorganic compounds (as HCl),2946800
12/15/2025,Latvia,2018,Naphthalene,176
12/15/2025,Slovakia,2015,Copper and compounds (as Cu),2314
12/15/2025,Estonia,2020,Zinc and compounds (as Zn),4109
12/15/2025,Netherlands,2016,Tetrachloromethane (TCM),986
12/15/2025,Poland,2012,Zinc and compounds (as Zn),75187
12/15/2025,Poland,2010,Methane (CH4),501724000
12/15/2025,Finland,2016,Chromium and compounds (as Cr),4871
12/15/2025,Finland,2018,Zinc and compounds (as Zn),9150
12/15/2025,Czechia,2014,Nitrous oxide (N2O),897600
12/15/2025,Romania,2021,Benzene,1460
12/15/2025,Lithuania,2016,Zinc and compounds (as Zn),1037
12/15/2025,France,2017,Chromium and compounds (as Cr),4066
12/15/2025,Sweden,2016,Carbon dioxide (CO2),49541000000
12/15/2025,Netherlands,2010,Carbon dioxide (CO2) excluding biomass,57716000000
12/15/2025,Netherlands,2017,Nitrogen oxides (NOX),38107000
12/15/2025,Norway,2010,Arsenic and compounds (as As),688.7
12/15/2025,Czechia,2014,Cadmium and compounds (as Cd),387.5
12/15/2025,Denmark,2023,Particulate matter (PM10),216336.152
12/15/2025,Sweden,2017,Particulate matter (PM10),4133000
12/15/2025,Ireland,2008,Methane (CH4),42042000
12/15/2025,Spain,2018,Lead and compounds (as Pb),14382
12/15/2025,Slovenia,2020,Arsenic and compounds (as As),56
12/15/2025,Romania,2024,Zinc and compounds (as Zn),2348
12/15/2025,Lithuania,2011,Benzene,42600
12/15/2025,Cyprus,2009,Carbon dioxide (CO2),5276000000
12/15/2025,Czechia,2012,Ammonia (NH3),5384000
12/15/2025,Cyprus,2010,Carbon dioxide (CO2),4955000000
12/15/2025,France,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.053888
12/15/2025,Poland,2023,Lead and compounds (as Pb),12367
12/15/2025,Switzerland,2016,Benzene,17660
12/15/2025,Belgium,2015,Ammonia (NH3),3715800
12/15/2025,Norway,2016,Copper and compounds (as Cu),2100
12/15/2025,Malta,2012,Zinc and compounds (as Zn),1861
12/15/2025,Finland,2019,Hydrogen cyanide (HCN),277
12/15/2025,Switzerland,2018,Nitrous oxide (N2O),1903978.3
12/15/2025,Belgium,2020,Copper and compounds (as Cu),1589
12/15/2025,Sweden,2014,Non-methane volatile organic compounds (NMVOC),23718000
12/15/2025,Bulgaria,2011,Lead and compounds (as Pb),10849
12/15/2025,Estonia,2015,Ammonia (NH3),895800
12/15/2025,Denmark,2007,Nitrogen oxides (NOX),38537000
12/15/2025,Austria,2013,"1,2-dichloroethane (DCE-1,2)",2970
12/15/2025,Switzerland,2011,Dichloromethane (DCM),22330
12/15/2025,Spain,2016,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",56.6
12/15/2025,Spain,2024,Nickel and compounds (as Ni),27642.1
12/15/2025,Hungary,2014,Sulphur oxides (SOX),11186000
12/15/2025,Greece,2015,Ammonia (NH3),200000
12/15/2025,Portugal,2021,Carbon dioxide (CO2),21010000000
12/15/2025,Cyprus,2011,Arsenic and compounds (as As),153.1
12/15/2025,Austria,2020,Benzene,4770
12/15/2025,Norway,2013,Carbon dioxide (CO2) excluding biomass,11957100000
12/15/2025,Finland,2009,Methane (CH4),34518000
12/15/2025,Slovenia,2008,Sulphur oxides (SOX),8064000
12/15/2025,Bulgaria,2008,Chlorine and inorganic compounds (as HCl),18700
12/15/2025,Denmark,2024,Lead and compounds (as Pb),2.891
12/15/2025,Sweden,2024,Fluorine and inorganic compounds (as HF),69484
12/15/2025,France,2023,Arsenic and compounds (as As),210.700001
12/15/2025,Greece,2017,Perfluorocarbons (PFCs),10400
12/15/2025,Austria,2014,Particulate matter (PM10),1462900
12/15/2025,Slovakia,2017,Hydrogen cyanide (HCN),15200
12/15/2025,Finland,2010,Zinc and compounds (as Zn),16965
12/15/2025,Romania,2018,Lead and compounds (as Pb),4370
12/15/2025,Portugal,2018,Tetrachloroethylene,16100
12/15/2025,Switzerland,2018,"1,2-dichloroethane (DCE-1,2)",459
12/15/2025,Austria,2014,Hydrogen cyanide (HCN),846
12/15/2025,Belgium,2007,Hydro-fluorocarbons (HFCS),190296
12/15/2025,Ireland,2018,Particulate matter (PM10),209498
12/15/2025,Austria,2021,Chromium and compounds (as Cr),202
12/15/2025,Malta,2019,Total organic carbon(as total C or COD/3) (TOC),96.3
12/15/2025,Ireland,2010,Sulphur hexafluoride (SF6),931
12/15/2025,Greece,2016,Benzene,84480
12/15/2025,Latvia,2023,Particulate matter (PM10),59200
12/15/2025,Slovakia,2019,Chlorine and inorganic compounds (as HCl),22200
12/15/2025,Hungary,2012,Methane (CH4),1640000
12/15/2025,Luxembourg,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.0007
12/15/2025,Austria,2023,Copper and compounds (as Cu),227
12/15/2025,Greece,2018,Ammonia (NH3),212300
12/15/2025,Switzerland,2013,Polychlorinated biphenyls (PCBs),3.1
12/15/2025,Estonia,2010,Non-methane volatile organic compounds (NMVOC),2615000
12/15/2025,Portugal,2016,Arsenic and compounds (as As),816.4
12/15/2025,Switzerland,2019,Chlorine and inorganic compounds (as HCl),21864
12/15/2025,Lithuania,2012,Copper and compounds (as Cu),129
12/15/2025,Slovenia,2016,Nickel and compounds (as Ni),582
12/15/2025,Luxembourg,2008,Chromium and compounds (as Cr),193
12/15/2025,Bulgaria,2022,Nitrous oxide (N2O),286153
12/15/2025,Lithuania,2008,Particulate matter (PM10),958000
12/15/2025,Austria,2023,Carbon monoxide (CO),167360000
12/15/2025,Netherlands,2017,Halons,1.2
12/15/2025,Finland,2022,Hexachlorobenzene (HCB),21.9
12/15/2025,Poland,2017,Copper and compounds (as Cu),19101
12/15/2025,United Kingdom,2010,Trichlorobenzenes (TCB),295
12/15/2025,Italy,2015,Chlorofluorocarbons (CFCs),349.3
12/15/2025,Portugal,2024,Vinyl chloride,5790
12/15/2025,Czechia,2019,Mercury and compounds (as Hg),2690.070753
12/15/2025,Lithuania,2018,Particulate matter (PM10),721900
12/15/2025,Portugal,2011,Mercury and compounds (as Hg),400.1
12/15/2025,Hungary,2016,Zinc and compounds (as Zn),3378
12/15/2025,United Kingdom,2010,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",158.4
12/15/2025,Belgium,2017,Copper and compounds (as Cu),1454
12/15/2025,Ireland,2023,Mercury and compounds (as Hg),20.385148
12/15/2025,Slovenia,2014,Carbon dioxide (CO2) excluding biomass,1214000000
12/15/2025,Switzerland,2009,Cadmium and compounds (as Cd),13
12/15/2025,Croatia,2024,Ammonia (NH3),364200
12/15/2025,Slovenia,2014,Chromium and compounds (as Cr),319
12/15/2025,Bulgaria,2013,Nitrous oxide (N2O),426100
12/15/2025,Ireland,2015,Hydrochlorofluorocarbons (HCFCs),2374.74
12/15/2025,Romania,2008,Lead and compounds (as Pb),7851
12/15/2025,Switzerland,2020,Carbon monoxide (CO),14115737
12/15/2025,Latvia,2007,Sulphur oxides (SOX),994000
12/15/2025,Estonia,2014,Zinc and compounds (as Zn),45794
12/15/2025,Denmark,2010,Non-methane volatile organic compounds (NMVOC),3960000
12/15/2025,Slovakia,2018,Nitrous oxide (N2O),21700
12/15/2025,Belgium,2024,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",133
12/15/2025,Portugal,2015,Methane (CH4),68158000
12/15/2025,Romania,2021,Polychlorinated biphenyls (PCBs),12
12/15/2025,Netherlands,2011,Anthracene,134
12/15/2025,Estonia,2017,Carbon dioxide (CO2),24702000000
12/15/2025,Czechia,2013,Polychlorinated biphenyls (PCBs),0.13
12/15/2025,Ireland,2009,Sulphur hexafluoride (SF6),1560
12/15/2025,Romania,2016,Arsenic and compounds (as As),409
12/15/2025,Austria,2008,Particulate matter (PM10),863800
12/15/2025,Iceland,2017,Methane (CH4),6375000
12/15/2025,Slovenia,2017,Non-methane volatile organic compounds (NMVOC),1300000
12/15/2025,Romania,2008,Vinyl chloride,48900
12/15/2025,Switzerland,2014,Carbon monoxide (CO),8527000
12/15/2025,Switzerland,2020,Chromium and compounds (as Cr),4.78
12/15/2025,France,2010,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",130
12/15/2025,France,2011,Trichlorobenzenes (TCB),130.6
12/15/2025,Serbia,2011,Particulate matter (PM10),25051800
12/15/2025,Portugal,2010,Nitrogen oxides (NOX),54797000
12/15/2025,Czechia,2015,Di-(2-ethyl hexyl) phthalate (DEHP),70.9
12/15/2025,Greece,2011,Particulate matter (PM10),12981200
12/15/2025,Luxembourg,2021,Naphthalene,722
12/15/2025,Switzerland,2022,Polychlorinated biphenyls (PCBs),1.4
12/15/2025,Poland,2012,Methane (CH4),497102000
12/15/2025,Germany,2014,Arsenic and compounds (as As),2116.8
12/15/2025,Belgium,2008,Sulphur oxides (SOX),72517000
12/15/2025,Italy,2021,Nickel and compounds (as Ni),2895.8915
12/15/2025,United Kingdom,2018,Sulphur oxides (SOX),72441000
12/15/2025,Sweden,2009,Carbon monoxide (CO),31611000
12/15/2025,Germany,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.031906
12/15/2025,Belgium,2012,Trichloromethane,24020
12/15/2025,Spain,2014,Sulphur oxides (SOX),187691000
12/15/2025,Luxembourg,2016,Sulphur oxides (SOX),540000
12/15/2025,Spain,2015,Sulphur oxides (SOX),197219000
12/15/2025,Spain,2013,Carbon dioxide (CO2),1.07509E+11
12/15/2025,Denmark,2014,Polychlorinated biphenyls (PCBs),2.77
12/15/2025,United Kingdom,2018,Nitrogen oxides (NOX),190436000
12/15/2025,Spain,2009,Ethylene oxide,18100
12/15/2025,Luxembourg,2017,Non-methane volatile organic compounds (NMVOC),309000
12/15/2025,Poland,2011,Particulate matter (PM10),23647400
12/15/2025,Sweden,2023,PCDD + PCDF (dioxins + furans) (as Teq),0.007405022
12/15/2025,Italy,2013,Nickel and compounds (as Ni),11683.4
12/15/2025,Netherlands,2017,Chlorofluorocarbons (CFCs),5423.87
12/15/2025,Malta,2010,Zinc and compounds (as Zn),1841
12/15/2025,Germany,2010,PCDD + PCDF (dioxins + furans) (as Teq),0.026505
12/15/2025,Poland,2011,Non-methane volatile organic compounds (NMVOC),5688000
12/15/2025,Poland,2007,Carbon monoxide (CO),308378000
12/15/2025,Italy,2008,Perfluorocarbons (PFCs),229317
12/15/2025,Switzerland,2016,Carbon dioxide (CO2),7546000000
12/15/2025,Spain,2016,Zinc and compounds (as Zn),96864
12/15/2025,Ireland,2009,Particulate matter (PM10),573700
12/15/2025,Denmark,2015,Nitrogen oxides (NOX),13753000
12/15/2025,Germany,2012,Non-methane volatile organic compounds (NMVOC),45143000
12/15/2025,Germany,2014,Carbon monoxide (CO),877952000
12/15/2025,France,2013,Polycyclic aromatic hydrocarbons (PAHs),1991.6
12/15/2025,Italy,2011,Carbon monoxide (CO),309008000
12/15/2025,Italy,2007,Carbon monoxide (CO),365641000
12/15/2025,Sweden,2024,Hydro-fluorocarbons (HFCS),4349.5
12/15/2025,Poland,2023,Nitrogen oxides (NOX),113355000
12/15/2025,Malta,2014,Methane (CH4),4248000
12/15/2025,Italy,2018,Zinc and compounds (as Zn),33419.8795
12/15/2025,Poland,2015,Copper and compounds (as Cu),23798
12/15/2025,Denmark,2015,Carbon dioxide (CO2),12532000000
12/15/2025,Slovakia,2008,Trichloroethylene (TRI),7180
12/15/2025,Sweden,2021,Particulate matter (PM10),2575900
12/15/2025,Germany,2024,Mercury and compounds (as Hg),2599.4
12/15/2025,France,2018,Hydro-fluorocarbons (HFCS),152040
12/15/2025,Romania,2013,Carbon dioxide (CO2),38270000000
12/15/2025,Austria,2013,Non-methane volatile organic compounds (NMVOC),3221000
12/15/2025,Czechia,2013,Methane (CH4),1865000
12/15/2025,Germany,2011,Nickel and compounds (as Ni),8905.4
12/15/2025,France,2017,Zinc and compounds (as Zn),92876
12/15/2025,Spain,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.52926
12/15/2025,Netherlands,2019,Nitrous oxide (N2O),5844100
12/15/2025,Spain,2015,Tetrachloromethane (TCM),1664
12/15/2025,Norway,2008,Nickel and compounds (as Ni),5493.8
12/15/2025,Sweden,2010,Fluorine and inorganic compounds (as HF),379300
12/15/2025,Czechia,2011,Chromium and compounds (as Cr),1514
12/15/2025,Netherlands,2019,Nitrogen oxides (NOX),36553532
12/15/2025,Sweden,2011,Methane (CH4),18916000
12/15/2025,Czechia,2009,Nitrogen oxides (NOX),111662000
12/15/2025,Greece,2008,Particulate matter (PM10),23362000
12/15/2025,Finland,2009,Cadmium and compounds (as Cd),174.8
12/15/2025,Austria,2011,Carbon dioxide (CO2),34429000000
12/15/2025,Ireland,2011,Nitrogen oxides (NOX),13603000
12/15/2025,United Kingdom,2008,Copper and compounds (as Cu),10036
12/15/2025,Hungary,2021,Sulphur oxides (SOX),7279000
12/15/2025,Belgium,2009,Chlorofluorocarbons (CFCs),55.4
12/15/2025,Spain,2010,Ethylene oxide,3190
12/15/2025,Ireland,2011,Carbon dioxide (CO2),14735000000
12/15/2025,Czechia,2011,Carbon dioxide (CO2) excluding biomass,66627500000
12/15/2025,Spain,2015,Naphthalene,2141
12/15/2025,Spain,2009,Perfluorocarbons (PFCs),13060
12/15/2025,Portugal,2024,Ammonia (NH3),9287800
12/15/2025,Portugal,2024,Nickel and compounds (as Ni),5913.3
12/15/2025,Spain,2018,Anthracene,60
12/15/2025,Sweden,2017,Nickel and compounds (as Ni),1698.6
12/15/2025,Belgium,2021,Nitrous oxide (N2O),3519000
12/15/2025,Czechia,2011,Carbon monoxide (CO),130690000
12/15/2025,United Kingdom,2011,Polycyclic aromatic hydrocarbons (PAHs),4461
12/15/2025,Belgium,2018,Polychlorinated biphenyls (PCBs),12.65
12/15/2025,Denmark,2020,Benzene,53.2
12/15/2025,Portugal,2022,Nickel and compounds (as Ni),4631.7
12/15/2025,Netherlands,2015,Non-methane volatile organic compounds (NMVOC),12513000
12/15/2025,Slovenia,2021,Perfluorocarbons (PFCs),989
12/15/2025,Spain,2017,PCDD + PCDF (dioxins + furans) (as Teq),0.123339
12/15/2025,Belgium,2014,Copper and compounds (as Cu),1557
12/15/2025,Slovenia,2008,Fluorine and inorganic compounds (as HF),181300
12/15/2025,Netherlands,2022,Mercury and compounds (as Hg),121.5
12/15/2025,Spain,2012,Carbon dioxide (CO2),1.28953E+11
12/15/2025,Poland,2019,Di-(2-ethyl hexyl) phthalate (DEHP),234
12/15/2025,Czechia,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.005333
12/15/2025,Netherlands,2022,Fluorine and inorganic compounds (as HF),47880
